Company,TypeName,Inches,Ram,Gpu,OpSys,Weight,ScreenType,PPI,SSD_GB,Cpu_Brand,Cpu_Family,Cpu_Clockspeed,target
Lenovo,Notebook,15.6,4,Nvidia GeForce GTX 950M,Windows,2.3,IPS Panel,141.21,0,Intel,Core i5,2.3,977.0
Dell,Notebook,15.6,4,Nvidia GeForce GTX 940MX,Windows,2.18,Standard,141.21,128,Intel,Core i5,2.5,912.5
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.84,Standard,141.21,256,Intel,Core i5,2.5,1144.0
HP,Notebook,17.3,8,Nvidia GeForce GTX 930MX,Windows,2.63,Standard,127.34,256,Intel,Core i7,2.7,1200.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,3.2,IPS Panel,141.21,0,Intel,Core i7,2.8,1299.0
HP,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.04,Standard,100.45,256,Intel,Core i3,2.4,769.99
Dell,2 in 1 Convertible,11.6,4,Intel HD Graphics 405,Windows,1.47,Standard,135.09,0,Intel,Pentium Quad Core,1.6,479.0
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.32,Standard,157.35,256,Intel,Core i7,2.7,1859.0
Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,Windows,2.05,Standard,141.21,256,Intel,Core i7,1.8,880.0
Asus,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.4,Standard,276.05,256,Intel,Core i5,2.5,1150.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.1,Standard,100.45,128,Intel,Core i5,2.3,493.0
Acer,Notebook,17.3,4,Nvidia GeForce MX150,Windows,3.0,IPS Panel,127.34,256,Intel,Core i5,1.6,805.0
HP,Notebook,15.6,4,AMD Radeon R5 520,Windows,2.1,Standard,141.21,0,AMD,A9-Series,3.0,489.0
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows,2.9,Standard,127.34,256,Intel,Core i7,2.8,1529.0
Lenovo,Notebook,15.6,8,AMD Radeon R7 Graphics,Windows,2.2,Standard,100.45,0,AMD,A12-Series,3.6,429.0
HP,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows,3.35,IPS Panel,127.34,128,Intel,Core i5,2.3,1129.0
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.21,IPS Panel,331.26,128,Intel,Core i5,1.6,1599.0
Toshiba,Ultrabook,13.3,8,Intel HD Graphics 520,Windows,1.2,Standard,165.63,256,Intel,Core i5,2.3,1590.0
HP,Ultrabook,12.5,4,Intel HD Graphics 620,Windows,1.26,Standard,125.37,256,Intel,Core i5,2.5,1559.0
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,2.4,Standard,141.21,512,Intel,Core i7,2.8,1199.0
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1060,No OS,2.4,Standard,141.21,512,Intel,Core i7,2.8,1398.0
Apple,Ultrabook,13.3,8,Intel HD Graphics 6000,Mac OS,1.35,Standard,127.68,0,Intel,Core i5,1.6,998.0
Asus,2 in 1 Convertible,15.6,12,Nvidia GeForce GTX 940MX,Windows,2.3,Standard,141.21,0,Intel,Core i7,2.7,839.0
HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.34,IPS Panel,165.63,512,Intel,Core i7,2.7,1323.0
Asus,Gaming,17.3,16,Nvidia GeForce GTX 970M,Windows,4.0,IPS Panel,127.34,128,Intel,Core i7,2.6,1900.0
Acer,Notebook,15.6,8,Nvidia GeForce MX150,Windows,2.2,Standard,141.21,0,Intel,Core i7,1.8,689.0
HP,Notebook,15.6,8,Nvidia GeForce GTX 930MX,Windows,2.04,Standard,141.21,0,Intel,Core i7,2.7,900.0
Asus,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,2.5,Standard,141.21,128,Intel,Core i5,2.5,839.0
Lenovo,Notebook,15.6,16,Nvidia Quadro M2000M,Windows,2.5,Standard,282.42,512,Intel,Core i7,2.7,2370.0
Asus,Notebook,17.3,8,Nvidia GeForce MX150,Windows,2.1,Standard,127.34,128,Intel,Core i7,1.8,1145.0
Dell,Notebook,15.6,4,AMD Radeon R5 M430,Windows,2.2,Standard,141.21,256,Intel,Core i3,2.0,498.9
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.33,Standard,141.21,128,Intel,Core i5,1.6,844.0
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.84,Standard,141.21,256,Intel,Core i7,2.7,1219.0
Dell,Workstation,15.6,8,AMD FirePro W5130M,Windows,2.23,Standard,141.21,0,Intel,Core i5,2.6,1369.0
Acer,Notebook,15.6,4,Intel HD Graphics 505,Windows,2.1,Standard,100.45,0,Intel,Pentium Quad Core,1.1,363.51
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,2.73,Standard,127.34,512,Intel,Core i7,2.6,1799.0
Asus,Netbook,11.6,2,Intel HD Graphics 400,Windows,0.98,Standard,135.09,0,Intel,Atom,1.44,191.9
Acer,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.8,IPS Panel,157.35,256,Intel,Core i5,2.5,919.0
Dell,Notebook,15.6,8,Nvidia GeForce GTX 960M,Windows,2.04,IPS Panel,282.42,256,Intel,Core i5,2.3,2250.68
Lenovo,Ultrabook,14.0,16,Intel HD Graphics 520,Windows,1.1,IPS Panel,209.8,512,Intel,Core i7,2.6,2099.0
HP,Ultrabook,13.3,16,Intel HD Graphics 515,Windows,1.16,IPS Panel,276.05,512,Intel,Core M,1.2,1965.0
Acer,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.4,Standard,100.45,0,Intel,Core i3,2.0,361.8
HP,Notebook,15.6,4,AMD Radeon R5 520,Windows,1.86,Standard,100.45,0,Intel,Core i5,2.5,612.61
HP,2 in 1 Convertible,11.6,4,Intel HD Graphics 505,Windows,1.45,Standard,135.09,256,Intel,Pentium Quad Core,1.1,775.0
Dell,Notebook,17.3,8,AMD Radeon 530,Windows,2.8,Standard,127.34,128,Intel,Core i7,1.8,1085.0
HP,Notebook,15.6,8,Nvidia GeForce GTX 930MX,Windows,2.04,IPS Panel,141.21,128,Intel,Core i5,2.7,979.0
HP,Notebook,15.6,4,AMD Radeon 530,Windows,2.1,IPS Panel,141.21,0,Intel,Core i7,2.7,689.0
Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.29,IPS Panel,165.63,128,Intel,Core i5,2.5,899.0
Lenovo,2 in 1 Convertible,10.1,4,Intel HD Graphics 400,Windows,0.69,IPS Panel,224.17,0,Intel,Atom,1.44,646.27
Asus,Notebook,15.6,12,Intel HD Graphics 530,Windows,2.06,IPS Panel,282.42,128,Intel,Core i7,2.6,1299.0
Asus,Notebook,15.6,4,Intel HD Graphics 505,Windows,2.0,Standard,100.45,0,Intel,Pentium Quad Core,1.1,449.0
HP,Notebook,15.6,8,Intel HD Graphics 520,Windows,1.86,Standard,141.21,256,Intel,Core i3,2.0,539.0
Asus,Notebook,15.6,4,AMD Radeon R5 M420,Windows,1.68,Standard,100.45,0,AMD,A9-Series,3.0,469.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.5,IPS Panel,141.21,128,Intel,Core i5,2.5,999.0
HP,Notebook,17.3,8,Intel HD Graphics 520,Windows,2.5,Standard,106.11,256,Intel,Core i3,2.0,639.9
HP,Notebook,15.6,6,Nvidia GeForce GTX 960M,Windows,2.18,IPS Panel,141.21,0,Intel,Core i7,2.6,799.0
Dell,Notebook,17.3,8,AMD Radeon 530,Linux,2.8,Standard,127.34,128,Intel,Core i7,1.8,1099.0
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,4.36,IPS Panel,254.67,512,Intel,Core i7,2.8,3154.0
Acer,Netbook,11.6,2,Intel HD Graphics,Chrome OS,1.3,Standard,135.09,32,Intel,Celeron Dual Core,1.5,174.0
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.13,IPS Panel,209.8,512,Intel,Core i7,2.7,2282.0
HP,Netbook,12.5,8,Intel HD Graphics 620,Windows,1.26,Standard,125.37,256,Intel,Core i5,2.6,1389.0
Lenovo,2 in 1 Convertible,13.9,16,Intel UHD Graphics 620,Windows,1.4,IPS Panel,316.97,512,Intel,Core i7,1.8,2099.0
Acer,Notebook,15.6,4,Intel HD Graphics 505,Linux,2.1,Standard,100.45,0,Intel,Pentium Quad Core,1.1,298.0
Dell,Notebook,15.6,8,AMD Radeon R7 M445,Windows,2.36,Standard,100.45,0,Intel,Core i5,2.5,638.99
Lenovo,Notebook,15.6,4,AMD Radeon R5 M430,No OS,2.2,Standard,141.21,0,Intel,Core i3,2.0,479.0
Dell,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.09,Standard,100.45,0,Intel,Core i5,2.3,523.63
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,1.96,Standard,141.21,256,Intel,Core i5,2.5,598.99
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows,2.7,Standard,127.34,256,Intel,Core i7,2.8,1199.0
MSI,Gaming,15.6,8,Nvidia GeForce GTX 960M,Windows,2.3,Standard,141.21,128,Intel,Core i7,2.6,1169.0
Acer,Notebook,15.6,4,Nvidia GeForce GTX 940MX,Windows,2.2,Standard,100.45,0,Intel,Core i3,2.0,469.0
MSI,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,1.8,Standard,141.21,256,Intel,Core i7,2.8,2241.5
HP,Notebook,14.0,4,Intel HD Graphics 520,Windows,1.54,Standard,157.35,0,Intel,Core i5,2.3,1000.0
Acer,Notebook,15.6,8,Nvidia GeForce GTX 950M,Windows,2.4,Standard,141.21,256,Intel,Core i5,2.5,799.0
HP,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.04,Standard,100.45,0,Intel,Core i7,2.7,629.0
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.3,IPS Panel,141.21,0,Intel,Core i5,2.5,850.66
Lenovo,2 in 1 Convertible,10.1,4,Intel HD Graphics 400,Windows,0.69,IPS Panel,224.17,0,Intel,Atom,1.44,479.0
