Company,TypeName,Inches,Ram,Gpu,OpSys,Weight,ScreenType,PPI,SSD_GB,Cpu_Brand,Cpu_Family,Cpu_Clockspeed,target
HP,Ultrabook,14.0,8,Intel HD Graphics 520,Windows,1.43,Standard,157.35,256,Intel,Core i7,2.5,1500.0
HP,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.1,Standard,100.45,0,Intel,Core i3,2.4,668.48
Dell,Notebook,15.6,4,AMD Radeon R5 M420,Linux,2.18,Standard,100.45,0,Intel,Core i3,2.0,465.0
Toshiba,Notebook,15.6,8,Intel HD Graphics 520,Windows,2.2,Standard,100.45,256,Intel,Core i5,2.3,1119.0
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.21,IPS Panel,165.63,256,Intel,Core i7,1.8,1649.0
HP,Notebook,15.6,4,Intel HD Graphics 400,No OS,1.86,Standard,100.45,0,Intel,Celeron Dual Core,1.6,288.9
Lenovo,Notebook,15.6,8,Intel HD Graphics 520,Windows,2.3,IPS Panel,141.21,256,Intel,Core i7,2.6,1529.0
Lenovo,Ultrabook,14.0,4,Intel HD Graphics 520,Windows,1.7,Standard,157.35,180,Intel,Core i5,2.3,1096.0
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.4,IPS Panel,165.63,256,Intel,Core i3,2.4,949.0
Acer,Notebook,17.3,8,Nvidia GeForce GTX 940MX,Windows,3.3,Standard,106.11,0,Intel,Core i3,2.0,629.0
HP,Notebook,14.0,4,Intel HD Graphics 620,Windows,1.64,Standard,111.94,0,Intel,Core i5,2.5,779.0
HP,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.34,IPS Panel,165.63,256,Intel,Core i5,2.5,1189.0
HP,Notebook,15.6,4,Intel HD Graphics 520,No OS,1.86,Standard,141.21,0,Intel,Core i3,2.0,344.99
Lenovo,Notebook,15.6,8,AMD Radeon RX 550,Windows,2.1,IPS Panel,141.21,256,Intel,Core i7,1.8,1229.56
HP,Notebook,15.6,4,Intel HD Graphics 400,No OS,1.86,Standard,100.45,128,Intel,Celeron Dual Core,1.6,299.0
Asus,Notebook,15.6,4,Intel HD Graphics 500,Linux,2.0,Standard,100.45,0,Intel,Celeron Dual Core,1.1,224.0
Asus,Notebook,15.6,8,Nvidia GeForce GTX 940MX,Linux,2.3,Standard,100.45,0,Intel,Core i5,2.5,522.99
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.56,Standard,141.21,128,Intel,Core i7,2.8,1060.49
Dell,Notebook,13.3,4,Intel HD Graphics 520,Windows,1.65,Standard,117.83,128,Intel,Core i3,2.0,689.0
Toshiba,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,1.24,Standard,157.35,512,Intel,Core i7,2.7,1865.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,No OS,2.2,Standard,141.21,0,Intel,Core i5,2.5,467.0
HP,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.04,Standard,100.45,256,Intel,Core i5,2.5,979.0
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.02,Standard,141.21,256,Intel,Core i7,1.8,1142.4
Acer,Notebook,14.0,4,Intel HD Graphics 510,Chrome OS,1.45,Standard,111.94,0,Intel,Celeron Dual Core,1.6,375.0
Asus,Notebook,15.6,4,AMD Radeon R2 Graphics,Windows,2.0,Standard,100.45,0,AMD,E-Series,1.8,349.0
Dell,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,1.6,IPS Panel,165.63,256,Intel,Core i5,2.5,1199.0
HP,2 in 1 Convertible,14.0,4,Nvidia GeForce GTX 940MX,Windows,1.63,IPS Panel,157.35,128,Intel,Core i3,2.4,699.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 510,Windows,2.1,Standard,100.45,0,Intel,Celeron Dual Core,1.6,318.0
HP,Notebook,14.0,8,Intel HD Graphics 520,Windows,1.43,Standard,157.35,256,Intel,Core i5,2.3,1513.0
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,No OS,2.3,IPS Panel,141.21,256,Intel,Core i5,2.5,573.0
Toshiba,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.1,Standard,100.45,0,Intel,Core i3,2.2,447.0
Toshiba,Notebook,13.3,4,Intel HD Graphics 520,Windows,1.2,Standard,165.63,128,Intel,Core i5,2.3,1195.0
HP,Notebook,17.3,16,Nvidia GeForce MX150,Windows,2.9,IPS Panel,127.34,0,Intel,Core i7,1.8,1059.0
Dell,Ultrabook,13.3,8,Intel HD Graphics 520,Windows,1.3,Standard,276.05,256,Intel,Core i7,2.5,1268.0
HP,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.48,Standard,157.35,256,Intel,Core i5,2.6,1268.0
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows,2.99,Standard,127.34,256,Intel,Core i7,2.8,1749.0
Apple,Ultrabook,13.3,8,Intel Iris Plus Graphics 640,Mac OS,1.37,IPS Panel Retina Display,226.98,256,Intel,Core i5,2.3,1518.55
HP,Notebook,14.0,8,Nvidia GeForce GTX 930MX,Windows,1.64,Standard,157.35,256,Intel,Core i7,2.7,1185.43
Acer,Notebook,15.6,8,AMD Radeon RX 540,Windows,2.2,Standard,100.45,256,AMD,A12-Series,2.7,659.0
Other,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.31,Standard,165.63,256,Intel,Core i7,2.7,1599.0
Lenovo,Notebook,15.6,6,Intel HD Graphics 620,Windows,2.4,Standard,141.21,0,Intel,Core i5,2.5,564.0
HP,Notebook,13.3,8,Intel HD Graphics 520,Windows,1.16,Standard,165.63,256,Intel,Core i5,2.3,1690.0
HP,Notebook,14.0,4,Intel HD Graphics 620,Windows,1.64,Standard,111.94,0,Intel,Core i3,2.4,684.0
Dell,Notebook,15.6,8,AMD Radeon R5 M430,Linux,2.3,Standard,100.45,0,Intel,Core i7,2.7,805.99
Toshiba,Ultrabook,13.3,8,Intel HD Graphics 520,Windows,1.2,Standard,165.63,256,Intel,Core i7,2.5,1363.0
HP,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,1.29,IPS Panel,331.26,256,Intel,Core i5,1.6,1499.0
HP,Notebook,15.6,4,Intel HD Graphics 405,Windows,1.96,Standard,100.45,0,Intel,Pentium Quad Core,1.6,500.0
HP,Gaming,15.6,12,Nvidia GeForce GTX 1050,Windows,2.62,IPS Panel,141.21,128,Intel,Core i7,2.8,1249.0
HP,Workstation,15.6,8,Nvidia Quadro M1000M,Windows,2.59,Standard,141.21,256,Intel,Core i7,2.6,1561.0
HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows,1.32,IPS Panel,165.63,256,Intel,Core i7,2.7,1399.0
Dell,Ultrabook,12.5,16,Intel HD Graphics 620,Windows,1.18,Standard,176.23,256,Intel,Core i7,2.8,1859.0
HP,Notebook,15.6,4,AMD Radeon R2 Graphics,No OS,1.86,Standard,100.45,0,AMD,E-Series,1.5,258.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 500,No OS,2.2,Standard,100.45,0,Intel,Celeron Dual Core,1.1,321.99
Acer,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.4,Standard,100.45,0,Intel,Core i5,2.5,559.0
Acer,Notebook,15.6,8,AMD Radeon R5,Windows,2.4,Standard,100.45,0,AMD,A8-Series,2.2,449.0
Other,2 in 1 Convertible,12.3,4,ARM Mali T860 MP4,Chrome OS,1.15,IPS Panel,234.51,0,Samsung,Cortex,2.0,659.0
Dell,Gaming,15.6,16,Nvidia GeForce GTX 960M,Windows,2.59,Standard,141.21,0,Intel,Core i7,2.6,879.01
Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.18,Standard,141.21,256,Intel,Core i5,2.5,750.0
Dell,Notebook,15.6,4,Intel HD Graphics,Linux,2.2,Standard,100.45,0,Intel,Celeron Dual Core,1.6,274.9
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.4,IPS Panel,165.63,256,Intel,Core i7,2.7,1010.0
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1080,Windows,4.36,Standard,169.78,512,Intel,Core i7,2.7,2758.0
HP,Notebook,14.0,8,Nvidia GeForce GTX 930MX,Windows,1.63,Standard,157.35,256,Intel,Core i7,1.8,1031.0
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,3.2,IPS Panel,141.21,512,Intel,Core i7,2.8,1749.0
HP,Notebook,14.0,4,Intel HD Graphics 620,Windows,1.95,Standard,111.94,0,Intel,Core i5,2.5,1060.0
HP,Notebook,15.6,4,AMD Radeon R2 Graphics,Windows,1.86,Standard,100.45,0,AMD,E-Series,1.8,297.0
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,2.65,Standard,141.21,256,Intel,Core i5,2.5,1195.0
Asus,Gaming,17.3,32,Nvidia GeForce GTX 980M,Windows,3.58,IPS Panel,127.34,512,Intel,Core i7,2.7,1279.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows,1.9,Standard,141.21,0,Intel,Core i5,2.5,549.0
Lenovo,Ultrabook,12.5,8,Intel HD Graphics 520,Windows,1.3,IPS Panel,176.23,256,Intel,Core i7,2.5,1713.49
Acer,Notebook,15.6,8,Nvidia GeForce MX150,Windows,3.0,IPS Panel,141.21,256,Intel,Core i7,1.8,951.0
Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,Windows,1.38,Standard,157.35,512,Intel,Core i7,2.7,1749.0
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,2.65,IPS Panel,141.21,128,Intel,Core i7,2.8,1349.0
Lenovo,Notebook,15.6,16,Nvidia Quadro M2200M,Windows,2.5,Standard,141.21,512,Intel,Core i7,2.9,2449.0
Asus,Notebook,15.6,4,Intel HD Graphics 405,Windows,2.65,Standard,100.45,0,Intel,Pentium Quad Core,1.6,309.0
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows,2.8,Standard,127.34,256,Intel,Core i7,2.8,1890.0
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.2,Standard,141.21,0,Intel,Core i7,2.8,949.0
HP,Notebook,15.6,4,AMD Radeon R4 Graphics,Windows,2.1,Standard,141.21,0,AMD,A6-Series,2.5,398.0
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.62,Standard,141.21,256,Intel,Core i5,2.5,985.0
Other,Notebook,14.0,4,Intel HD Graphics 500,Windows,1.45,IPS Panel,157.35,32,Intel,Celeron Quad Core,1.1,389.0
Acer,Notebook,15.6,4,Intel HD Graphics 620,Linux,2.4,Standard,100.45,0,Intel,Core i5,2.5,441.8
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.1,Standard,141.21,0,Intel,Core i5,2.5,621.45
Acer,Ultrabook,13.3,8,Intel HD Graphics 615,Windows,1.12,IPS Panel,165.63,256,Intel,Core i5,1.2,989.0
Asus,Gaming,17.3,16,AMD Radeon RX 580,Windows,3.2,Standard,127.34,256,AMD,Ryzen,3.0,1549.0
Acer,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.1,Standard,100.45,0,Intel,Core i3,2.0,390.0
Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,2.06,Standard,141.21,512,Intel,Core i7,2.8,1899.0
Other,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows,1.95,Standard,157.35,1024,Intel,Core i7,2.8,3499.0
Dell,Notebook,15.6,4,AMD Radeon R5 M420,Windows,2.18,Standard,100.45,0,Intel,Core i3,2.0,617.9
Dell,Notebook,15.6,8,Nvidia GeForce GTX 940MX,Windows,2.16,IPS Panel,141.21,256,Intel,Core i7,1.8,1130.33
Lenovo,Notebook,14.0,2,Intel HD Graphics 400,Windows,1.42,Standard,111.94,0,Intel,Celeron Dual Core,1.6,249.0
HP,Workstation,15.6,8,Nvidia Quadro M1000M,Windows,2.0,Standard,141.21,256,Intel,Core i7,2.6,1899.0
Asus,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.37,Standard,141.21,256,Intel,Core i5,2.5,1099.0
Lenovo,Netbook,11.6,4,Intel HD Graphics 400,Windows,1.4,Standard,135.09,128,Intel,Celeron Dual Core,1.6,475.0
Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.18,Standard,141.21,0,Intel,Core i5,2.5,836.0
Lenovo,Notebook,15.6,4,Nvidia GeForce 920MX,Windows,2.2,Standard,141.21,0,Intel,Core i3,2.0,579.0
HP,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,Windows,1.28,Standard,165.63,256,Intel,Core i5,2.5,1799.0
Lenovo,Gaming,17.3,32,Nvidia GeForce GTX 980M,Windows,4.6,IPS Panel,127.34,512,Intel,Core i7,2.7,3240.0
Dell,Notebook,15.6,4,AMD Radeon R5 M430,Linux,2.25,Standard,100.45,0,Intel,Core i3,2.0,465.62
HP,Notebook,14.0,8,Intel UHD Graphics 620,Windows,1.63,Standard,157.35,0,Intel,Core i5,1.6,812.0
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,2.24,Standard,141.21,128,Intel,Core i7,2.8,1339.0
Acer,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.5,IPS Panel,157.35,128,Intel,Core i3,2.4,619.0
HP,Notebook,14.0,8,Intel UHD Graphics 620,Windows,1.63,Standard,157.35,512,Intel,Core i7,1.8,1084.0
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.42,Standard,165.63,256,Intel,Core i5,1.6,1841.85
Dell,Notebook,15.6,8,Nvidia GeForce GTX 940MX,Windows,2.0,Standard,141.21,128,Intel,Core i7,2.7,1207.0
HP,Notebook,13.3,8,Intel HD Graphics 515,Windows,1.16,Standard,276.05,256,Intel,Core M,1.1,1699.0
Asus,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.0,Standard,100.45,256,Intel,Core i5,2.5,586.19
MSI,Gaming,17.3,16,Nvidia GeForce GTX 970M,Windows,4.14,Standard,127.34,128,Intel,Core i7,2.7,2199.0
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.2,Standard,141.21,128,Intel,Core i5,2.5,1089.0
Other,Gaming,17.3,32,Nvidia GeForce GTX 1080,Windows,3.49,Standard,254.67,512,Intel,Core i7,2.9,5499.0
Asus,Notebook,15.6,8,Nvidia GeForce GTX 940MX,Windows,1.7,Standard,141.21,256,Intel,Core i7,1.8,1118.0
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.2,Standard,141.21,256,Intel,Core i7,1.8,919.0
Dell,Notebook,15.6,8,Intel HD Graphics 520,Windows,2.09,Standard,141.21,0,Intel,Core i5,2.4,1046.44
Acer,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.1,Standard,100.45,128,Intel,Core i3,2.0,412.0
HP,Notebook,14.0,6,Nvidia GeForce GTX 940MX,Windows,1.58,IPS Panel,157.35,256,Intel,Core i5,2.5,659.0
Asus,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,1.99,Standard,141.21,0,Intel,Core i5,2.5,906.62
HP,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.36,IPS Panel,157.35,256,Intel,Core i7,2.7,1750.0
HP,Notebook,17.3,8,Nvidia GeForce GTX 930MX,Windows,2.5,Standard,127.34,0,Intel,Core i7,1.8,1018.0
Toshiba,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.0,IPS Panel,141.21,0,Intel,Core i5,2.5,1064.0
Dell,Notebook,14.0,4,Intel HD Graphics 520,Windows,1.76,Standard,111.94,0,Intel,Core i5,2.3,755.0
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.13,IPS Panel,157.35,512,Intel,Core i7,2.7,2499.0
Asus,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,1.2,Standard,135.09,0,Intel,Celeron Dual Core,1.6,287.9
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,2.2,Standard,100.45,128,Intel,Core i3,2.0,369.0
Dell,Ultrabook,15.6,8,AMD Radeon 530,Windows,1.9,Standard,141.21,0,Intel,Core i5,1.6,663.0
Dell,Ultrabook,12.5,4,Intel HD Graphics 520,Windows,1.5,Standard,125.37,0,Intel,Core i3,2.3,1135.15
Asus,Notebook,15.6,4,Intel HD Graphics 505,Linux,2.0,Standard,100.45,0,Intel,Pentium Quad Core,1.1,398.99
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,2.62,Standard,141.21,0,Intel,Core i7,2.8,1099.0
HP,Notebook,17.3,8,Nvidia GeForce GTX 930MX,Windows,2.5,IPS Panel,127.34,0,Intel,Core i5,1.6,914.0
Dell,Notebook,15.6,8,AMD Radeon R5 520,Linux,2.2,Standard,141.21,0,Intel,Core i5,1.6,647.0
Apple,Ultrabook,13.3,8,Intel Iris Plus Graphics 650,Mac OS,1.37,IPS Panel Retina Display,226.98,256,Intel,Core i5,3.1,1803.6
Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 400,Chrome OS,1.25,IPS Panel,135.09,0,Intel,Celeron Quad Core,1.6,379.0
HP,Notebook,14.0,8,Intel HD Graphics 405,Windows,1.94,Standard,111.94,0,Intel,Pentium Quad Core,1.6,389.0
HP,Notebook,15.6,4,AMD Radeon R4 Graphics,Windows,1.86,Standard,141.21,256,AMD,A6-Series,2.5,398.49
Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.18,Standard,141.21,0,Intel,Core i5,2.5,657.0
MSI,Gaming,14.0,16,Nvidia GeForce GTX 970M,Windows,1.7,Standard,157.35,256,Intel,Core i7,2.6,1769.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 505,Windows,2.2,Standard,141.21,128,Intel,Pentium Quad Core,1.1,349.0
Asus,Gaming,17.3,16,Nvidia GeForce GTX 965M,No OS,4.0,IPS Panel,127.34,0,Intel,Core i7,2.6,998.0
Toshiba,Ultrabook,14.0,16,Nvidia GeForce 930M,Windows,1.47,IPS Panel,157.35,512,Intel,Core i7,2.6,1764.0
Toshiba,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.0,Standard,100.45,0,Intel,Core i3,2.4,669.0
HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows,1.48,Standard,220.84,512,Intel,Core i7,2.6,2041.0
Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows,1.7,Standard,157.35,256,Intel,Core i5,2.5,699.0
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,2.5,Standard,141.21,128,Intel,Core i7,2.8,1265.0
Lenovo,Notebook,15.6,12,AMD Radeon 530,Windows,2.2,Standard,141.21,0,AMD,A12-Series,3.6,899.0
Other,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.3,Standard,100.45,256,Intel,Core i5,2.3,649.0
Acer,Notebook,15.6,8,AMD Radeon R5,Windows,2.23,Standard,141.21,256,AMD,A8-Series,2.2,469.0
Acer,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.1,Standard,100.45,0,Intel,Core i3,2.0,447.0
Acer,Notebook,15.6,4,AMD Radeon R5,Windows,2.1,Standard,100.45,256,AMD,A9-Series,3.0,451.0
Lenovo,Notebook,14.0,2,Intel HD Graphics,Windows,1.5,Standard,111.94,0,Intel,Celeron Dual Core,1.6,229.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.05,Standard,141.21,0,Intel,Core i5,1.6,685.0
Asus,2 in 1 Convertible,12.5,4,Intel HD Graphics 515,Chrome OS,1.2,Standard,176.23,0,Intel,Core M,0.9,669.0
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows,2.7,Standard,127.34,128,Intel,Core i7,2.8,1486.77
Lenovo,2 in 1 Convertible,10.1,4,Intel HD Graphics 400,Android,0.69,IPS Panel,224.17,0,Intel,Atom,1.44,319.0
HP,Notebook,14.0,4,Intel HD Graphics 520,Windows,1.54,Standard,157.35,256,Intel,Core i5,2.3,1099.99
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.2,Standard,141.21,128,Intel,Core i5,1.6,719.0
Dell,Notebook,15.6,8,AMD Radeon R5 M420X,Windows,2.0,Standard,141.21,256,Intel,Core i3,2.0,739.0
Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows,1.7,Standard,157.35,256,Intel,Core i5,2.3,1186.0
HP,Workstation,15.6,8,Nvidia Quadro M1200,Windows,2.6,Standard,141.21,256,Intel,Core i7,2.8,1738.27
Dell,2 in 1 Convertible,15.0,4,Intel HD Graphics 620,Windows,2.08,Standard,146.86,0,Intel,Core i3,2.4,509.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050M,No OS,2.4,IPS Panel,141.21,256,Intel,Core i7,2.8,869.0
HP,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,1.29,IPS Panel,331.26,512,Intel,Core i7,1.8,1999.0
Asus,Notebook,14.1,4,Intel HD Graphics 500,Windows,1.65,Standard,111.14,0,Intel,Celeron Dual Core,1.1,348.0
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,2.2,Standard,141.21,128,Intel,Core i7,2.8,1191.8
Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,1.13,IPS Panel,209.8,1024,Intel,Core i7,2.7,2625.0
HP,Notebook,14.0,4,Intel HD Graphics 620,Windows,2.31,Standard,111.94,0,Intel,Core i5,2.5,1189.0
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,2.2,Standard,141.21,128,Intel,Core i7,2.6,1476.11
HP,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.48,Standard,157.35,256,Intel,Core i7,2.7,1292.0
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.22,IPS Panel,165.63,128,Intel,Core i5,1.6,979.0
Lenovo,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,1.19,IPS Panel,165.63,512,Intel,Core i7,1.8,1499.0
Lenovo,Notebook,14.0,4,Intel HD Graphics 500,Windows,1.44,Standard,111.94,0,Intel,Celeron Dual Core,1.1,249.0
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,1.13,IPS Panel,157.35,0,Intel,Core i5,2.5,1875.0
Dell,2 in 1 Convertible,13.3,16,Intel HD Graphics 615,Windows,1.22,Standard,165.63,256,Intel,Core i7,1.3,1649.0
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.44,Standard,165.63,256,Intel,Core i5,2.5,949.0
Dell,Notebook,14.0,4,Intel HD Graphics 520,Windows,1.76,Standard,111.94,0,Intel,Core i3,2.0,585.0
HP,Ultrabook,15.6,8,Intel HD Graphics 520,Windows,1.88,Standard,141.21,256,Intel,Core i7,2.5,2171.72
Dell,Ultrabook,14.0,8,Intel HD Graphics,Windows,1.36,Standard,157.35,512,Intel,Core i7,2.8,1680.0
Dell,Notebook,15.6,4,AMD Radeon R5 M420,Windows,2.18,Standard,100.45,0,Intel,Core i5,2.5,684.99
HP,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,1.23,Standard,135.09,0,Intel,Celeron Dual Core,1.6,385.0
Toshiba,Ultrabook,13.3,8,Intel HD Graphics 520,Windows,1.2,Standard,117.83,256,Intel,Core i5,2.3,1095.0
HP,Notebook,15.6,4,Intel HD Graphics 405,Windows,1.86,Standard,141.21,256,Intel,Pentium Quad Core,1.6,398.99
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,4.42,IPS Panel,282.42,256,Intel,Core i7,2.8,2868.99
HP,Workstation,17.3,8,Nvidia Quadro M3000M,Windows,3.0,IPS Panel,127.34,256,Intel,Core i7,2.6,3949.4
Dell,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows,1.62,Standard,165.63,256,Intel,Core i7,2.5,798.01
HP,Notebook,15.6,4,Intel HD Graphics 620,Windows,1.86,Standard,100.45,0,Intel,Core i5,2.5,488.69
Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows,2.3,Standard,100.45,0,Intel,Core i3,2.4,459.0
Dell,Notebook,15.6,8,AMD Radeon 530,Windows,2.2,Standard,141.21,128,Intel,Core i7,1.8,985.0
HP,Gaming,17.3,12,AMD Radeon RX 580,Windows,3.74,IPS Panel,127.34,0,Intel,Core i7,2.8,1749.0
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,2.62,Standard,141.21,0,Intel,Core i7,2.8,1199.0
HP,Notebook,14.0,4,Intel HD Graphics 520,Windows,1.54,Standard,157.35,0,Intel,Core i5,2.3,1030.99
Dell,2 in 1 Convertible,13.3,12,Intel HD Graphics 620,Windows,1.6,IPS Panel,165.63,256,Intel,Core i7,2.7,1299.0
Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,1.7,Standard,157.35,512,Intel,Core i7,2.7,2299.0
Lenovo,Notebook,15.6,8,AMD Radeon R5 M330,Windows,2.32,Standard,141.21,0,Intel,Core i7,2.5,895.0
Asus,Ultrabook,12.5,16,Intel HD Graphics 620,Windows,0.91,Standard,176.23,512,Intel,Core i7,2.7,1950.0
HP,Ultrabook,14.0,4,Intel HD Graphics 620,Windows,1.48,Standard,157.35,256,Intel,Core i5,2.7,1082.0
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,1.37,IPS Panel,165.63,256,Intel,Core i7,2.7,1757.42
Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,1.36,IPS Panel,176.23,256,Intel,Core i5,2.6,1760.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.2,Standard,141.21,0,Intel,Core i5,2.3,535.0
Lenovo,Ultrabook,14.0,8,Nvidia GeForce GT 940MX,Windows,1.96,IPS Panel,157.35,256,Intel,Core i7,2.8,1903.0
Acer,Notebook,15.6,4,Intel HD Graphics 620,Windows,2.23,Standard,100.45,0,Intel,Core i5,2.5,619.0
Asus,Ultrabook,15.6,8,Nvidia GeForce GTX 940MX,Windows,1.7,Standard,141.21,256,Intel,Core i5,2.5,977.0
Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX,Windows,2.2,Standard,141.21,0,Intel,Core i7,2.7,899.0
Acer,Notebook,15.6,4,Intel HD Graphics 500,Linux,2.1,Standard,100.45,0,Intel,Celeron Dual Core,2.0,272.0
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,3.49,Standard,141.21,256,Intel,Core i7,2.9,2813.75
Asus,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,2.34,IPS Panel,141.21,256,Intel,Core i7,2.6,2325.0
Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows,1.6,Standard,157.35,128,Intel,Core i5,2.5,1119.0
Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows,2.02,Standard,111.94,0,Intel,Core i5,2.5,990.0
Dell,Notebook,15.6,4,Intel HD Graphics 520,Windows,2.29,Standard,100.45,0,Intel,Core i3,2.0,490.0
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows,1.44,IPS Panel,165.63,256,Intel,Core i5,2.5,960.0
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,1.37,IPS Panel,165.63,512,Intel,Core i7,2.7,1970.0
Apple,Ultrabook,15.4,16,AMD Radeon Pro 560,Mac OS,1.83,IPS Panel Retina Display,220.53,512,Intel,Core i7,2.9,2858.0
Asus,Notebook,14.0,4,AMD Radeon R2 Graphics,Windows,1.65,Standard,111.94,64,AMD,E-Series,1.5,277.99
Asus,Notebook,14.0,8,Intel HD Graphics 620,Windows,2.0,Standard,157.35,256,Intel,Core i7,2.7,1094.0
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,1.41,Standard,165.63,256,Intel,Core i5,1.6,949.0
